RECORD_TYPE,SOURCE_ROWS,UNIQUE_CLIENTS,ACCOUNTS,REPEAT_CLIENTS,REPEAT_ACCOUNTS,REPEAT_CLIENT_SHARE,OBSERVATION_START,OBSERVATION_END,OBSERVED_HORIZON_MONTHS,EXPECTED_ACTIVE_MONTHS_TRUNCATED,EXPECTED_OPEN_MONTHS_TRUNCATED,CURRENT_ACTIVE_CLIENTS,CURRENT_MONTHLY_REVENUE_RUB,CURRENT_MONTHLY_SERVICE_COST_RUB,FIXED_COST_RUB_MONTH,CURRENT_MONTHLY_PROFIT_BEFORE_ACQUISITION_RUB,BANK_IS_CURRENTLY_PROFITABLE,LTV_BEFORE_CAC_ZERO_BALANCE_RUB,PAYBACK_MONTHS_ZERO_BALANCE,UNIT_MARGIN_AFTER_CAC_ZERO_BALANCE_RUB,REQUIRED_NEW_CLIENTS_MONTH_ZERO_BALANCE,TENURE_MONTH,ELIGIBLE_ACCOUNTS,OPEN_ACCOUNTS,ACTIVE_ACCOUNTS,SURVIVAL_RATE,ACTIVE_PROBABILITY,ACTIVE_RATE_AMONG_OPEN,IS_RELIABLE_SAMPLE,NET_CONTRIBUTION_ACTIVE_SERVICE_RUB,NET_CONTRIBUTION_ALL_OPEN_SERVICE_RUB,CUM_NET_CONTRIBUTION_ACTIVE_SERVICE_RUB,CUM_NET_CONTRIBUTION_ALL_OPEN_SERVICE_RUB,CUM_MARGIN_AFTER_CAC_ACTIVE_SERVICE_RUB,CUM_MARGIN_AFTER_CAC_ALL_OPEN_SERVICE_RUB,COST_BASIS,AVERAGE_BALANCE_RUB,EXPECTED_ACTIVE_MONTHS,EXPECTED_OPEN_MONTHS,FEE_REVENUE_LTV_RUB,BALANCE_REVENUE_LTV_RUB,SERVICE_COST_LTV_RUB,MARGIN_BEFORE_CAC_RUB,UNIT_MARGIN_AFTER_CAC_RUB,REQUIRED_NEW_CLIENTS_MONTH,IS_UNIT_ECONOMICS_POSITIVE,OPEN_MONTH,ACTIVE_RATE,MONTH,CLOSED_ACCOUNTS,NEW_ACCOUNTS
SUMMARY,252001.0,20000.0,20125.0,122.0,125.0,0.0061,2024-01-01,2026-05-01,29.0,14.734205454471107,22.749557649867832,100000.0,100000000.0,50000000.0,5000000.0,45000000.0,1.0,7367.102727235553,18.0,2367.102727235553,2113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TENURE,,,,,,,,,,,,,,,,,,,,,,20.0,5620.0,3936.0,2451.0,0.700355871886121,0.43612099644128116,0.6227134146341463,1.0,218.06049822064057,85.94306049822063,5780.464948223474,2794.0462155192517,780.4649482234736,-2205.9537844807483,,,,,,,,,,,,,,,,
TENURE,,,,,,,,,,,,,,,,,,,,,,21.0,4996.0,3435.0,2125.0,0.6875500400320256,0.4253402722177742,0.61863173216885,1.0,212.6701361088871,81.56525220176144,5993.135084332361,2875.611467721013,993.1350843323607,-2124.388532278987,,,,,,,,,,,,,,,,
TENURE,,,,,,,,,,,,,,,,,,,,,,22.0,4333.0,2935.0,1793.0,0.6773597969074544,0.41380106162012464,0.6109028960817717,1.0,206.90053081006232,75.12116316639742,6200.035615142423,2950.7326308874103,1200.035615142423,-2049.2673691125897,,,,,,,,,,,,,,,,
TENURE,,,,,,,,,,,,,,,,,,,,,,23.0,3689.0,2447.0,1484.0,0.6633233938736786,0.40227703984819735,0.6064568859828361,1.0,201.1385199240987,70.61534291135808,6401.174135066522,3021.347973798768,1401.1741350665216,-1978.6520262012318,,,,,,,,,,,,,,,,
TENURE,,,,,,,,,,,,,,,,,,,,,,24.0,3096.0,2020.0,1200.0,0.6524547803617571,0.3875968992248062,0.594059405940594,1.0,193.79844961240312,61.36950904392768,6594.972584678924,3082.717482842696,1594.9725846789242,-1917.282517157304,,,,,,,,,,,,,,,,
TENURE,,,,,,,,,,,,,,,,,,,,,,25.0,2516.0,1589.0,953.0,0.6315580286168522,0.3787758346581876,0.5997482693517936,1.0,189.3879173290938,62.99682034976149,6784.360502008018,3145.7143031924575,1784.3605020080176,-1854.2856968075425,,,,,,,,,,,,,,,,
TENURE,,,,,,,,,,,,,,,,,,,,,,26.0,1851.0,1161.0,711.0,0.6272285251215559,0.3841166936790924,0.6124031007751938,1.0,192.0583468395462,70.50243111831446,6976.418848847564,3216.216734310772,1976.4188488475638,-1783.7832656892278,,,,,,,,,,,,,,,,
TENURE,,,,,,,,,,,,,,,,,,,,,,27.0,1173.0,729.0,433.0,0.6214833759590793,0.3691389599317988,0.5939643347050755,1.0,184.5694799658994,58.39727195225913,7160.988328813463,3274.614006263031,2160.9883288134633,-1725.3859937369689,,,,,,,,,,,,,,,,
TENURE,,,,,,,,,,,,,,,,,,,,,,28.0,507.0,332.0,209.0,0.6548323471400395,0.41222879684418146,0.6295180722891566,1.0,206.11439842209072,84.8126232741617,7367.102727235554,3359.4266295371926,2367.102727235554,-1640.5733704628074,,,,,,,,,,,,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,0.0,14.734205454471107,22.749557649867832,14734.205454471106,0.0,7367.102727235553,7367.102727235553,2367.102727235553,2113.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,25000.0,14.734205454471107,22.749557649867832,14734.205454471106,3069.6261363481476,7367.102727235553,10436.7288635837,5436.728863583699,920.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,50000.0,14.734205454471107,22.749557649867832,14734.205454471106,6139.252272696295,7367.102727235553,13506.35499993185,8506.35499993185,588.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,75000.0,14.734205454471107,22.749557649867832,14734.205454471106,9208.878409044444,7367.102727235553,16575.98113628,11575.98113628,432.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,100000.0,14.734205454471107,22.749557649867832,14734.205454471106,12278.50454539259,7367.102727235553,19645.607272628145,14645.607272628145,342.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,125000.0,14.734205454471107,22.749557649867832,14734.205454471106,15348.130681740739,7367.102727235553,22715.23340897629,17715.23340897629,283.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,150000.0,14.734205454471107,22.749557649867832,14734.205454471106,18417.75681808889,7367.102727235553,25784.859545324438,20784.859545324438,241.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,175000.0,14.734205454471107,22.749557649867832,14734.205454471106,21487.38295443703,7367.102727235553,28854.485681672584,23854.485681672584,210.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,200000.0,14.734205454471107,22.749557649867832,14734.205454471106,24557.00909078518,7367.102727235553,31924.11181802073,26924.11181802073,186.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,225000.0,14.734205454471107,22.749557649867832,14734.205454471106,27626.635227133327,7367.102727235553,34993.73795436887,29993.737954368873,167.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,250000.0,14.734205454471107,22.749557649867832,14734.205454471106,30696.261363481477,7367.102727235553,38063.364090717034,33063.364090717034,152.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,275000.0,14.734205454471107,22.749557649867832,14734.205454471106,33765.88749982962,7367.102727235553,41132.99022706518,36132.99022706518,139.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,300000.0,14.734205454471107,22.749557649867832,14734.205454471106,36835.51363617778,7367.102727235553,44202.616363413326,39202.616363413326,128.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,325000.0,14.734205454471107,22.749557649867832,14734.205454471106,39905.13977252592,7367.102727235553,47272.24249976147,42272.24249976147,119.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,350000.0,14.734205454471107,22.749557649867832,14734.205454471106,42974.76590887406,7367.102727235553,50341.86863610962,45341.86863610962,111.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,375000.0,14.734205454471107,22.749557649867832,14734.205454471106,46044.392045222216,7367.102727235553,53411.494772457765,48411.494772457765,104.0,1.0,,,,,
SCENARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Только активные месяцы,400000.0,14.734205454471107,22.749557649867832,14734.205454471106,49114.01818157036,7367.102727235553,56481.12090880591,51481.12090880591,98.0,1.0,,,,,
